Campaign_ID,Campaign_Name,Channel,Impressions,Clicks,CTR,Conversions,CPA,Spend,Revenue,ROI,Status
CID_76,Campaign_C_76,Facebook Ads,261995,16257,0.0621,272,280.10407948742204,76188.31,8047.67619756267,-0.89,Completed
CID_77,Campaign_B_77,Email Marketing,392318,10273,0.0262,261,275.68233260923984,71953.09,32578.587399082367,-0.55,Active
CID_78,Campaign_C_78,LinkedIn Ads,164555,18147,0.1103,153,409.23283053504883,62612.62,84642.655785976,0.35,Paused
CID_79,Campaign_C_79,LinkedIn Ads,396502,10330,0.0261,355,342.4837688499943,121581.74,3303.921637846761,-0.97,Active
CID_80,Campaign_A_80,Email Marketing,58555,15807,0.27,121,365.8850947659665,44272.1,81632.37977630465,0.84,Completed
CID_81,Campaign_B_81,Google Ads,266508,11594,0.0435,69,408.10670124624545,28159.36,28903.622702566594,0.03,Paused
CID_82,Campaign_B_82,Facebook Ads,289303,1406,0.0049,378,450.50240381790485,170289.91,12698.31793454397,-0.93,Completed
CID_83,Campaign_C_83,Google Ads,382654,6876,0.018,11,202.09782058319112,2223.08,69976.97937105091,30.48,Paused
CID_84,Campaign_A_84,Google Ads,116530,9574,0.0822,394,219.01232868797482,86290.86,63265.34183120851,-0.27,Active
CID_85,Campaign_B_85,LinkedIn Ads,90077,7626,0.0847,313,92.29187292839106,28887.36,87869.72933917824,2.04,Paused
CID_86,Campaign_C_86,Google Ads,308064,5630,0.0183,263,310.2260634482783,81589.45,73772.03333658469,-0.1,Paused
CID_87,Campaign_C_87,Email Marketing,495283,3848,0.0078,149,66.17402320853394,9859.93,80544.61210810002,7.17,Completed
CID_88,Campaign_C_88,Facebook Ads,470337,13645,0.029,462,259.5191081596071,119897.83,28921.42268455934,-0.76,Completed
CID_89,Campaign_B_89,Email Marketing,210551,763,0.0036,46,294.1900856184095,13532.74,18566.51483419256,0.37,Active
CID_90,Campaign_C_90,Google Ads,492691,2098,0.0043,169,178.94356345772798,30241.46,75310.86041244498,1.49,Completed
CID_91,Campaign_A_91,Facebook Ads,291601,8094,0.0278,18,315.87496725605484,5685.75,80876.63918745914,13.22,Active
CID_92,Campaign_C_92,Facebook Ads,469773,17979,0.0383,242,63.72511247257224,15421.48,99060.00905806666,5.42,Paused
CID_93,Campaign_A_93,Email Marketing,218261,3404,0.0156,108,66.80668493714649,7215.12,41849.15001423122,4.8,Active
CID_94,Campaign_C_94,Facebook Ads,250181,18337,0.0733,156,420.17025229684623,65546.56,37829.79049348553,-0.42,Completed
CID_95,Campaign_C_95,LinkedIn Ads,351097,13908,0.0396,313,212.0857886350683,66382.85,77864.88311345769,0.17,Active
CID_96,Campaign_B_96,Google Ads,325139,6685,0.0206,217,107.17723069334815,23257.46,34739.55048504876,0.49,Paused
CID_97,Campaign_C_97,Facebook Ads,181829,17775,0.0978,140,285.00946702466194,39901.33,93144.97523475291,1.33,Paused
CID_98,Campaign_B_98,Email Marketing,281836,11749,0.0417,413,396.49709889437486,163753.3,85982.86243245816,-0.47,Completed
CID_99,Campaign_A_99,Facebook Ads,448974,1736,0.0039,161,147.11946237357944,23686.23,43470.408710126816,0.84,Active
CID_100,Campaign_A_100,Google Ads,475625,17182,0.0361,63,330.3007141185501,20808.94,75336.23571135824,2.62,Active
