Campaign_ID,Campaign_Name,Channel,Impressions,Clicks,CTR,Conversions,CPA,Spend,Revenue,ROI,Status
CID_88,Campaign_C_88,Facebook Ads,470337,13645,0.02901111330811737,462,259.5191081596071,119897.83,28921.42268455934,-0.7587827679236618,Completed
CID_89,Campaign_B_89,Email Marketing,210551,763,0.003623825106506262,46,294.1900856184095,13532.74,18566.51483419256,0.3719701135315213,Active
CID_90,Campaign_C_90,Google Ads,492691,2098,0.004258247055456666,169,178.94356345772798,30241.46,75310.86041244498,1.4903182720822665,Completed
CID_91,Campaign_A_91,Facebook Ads,291601,8094,0.027757106457110915,18,315.87496725605484,5685.75,80876.63918745914,13.224445180927606,Active
CID_92,Campaign_C_92,Facebook Ads,469773,17979,0.03827167589452778,242,63.72511247257224,15421.48,99060.00905806666,5.423508577520877,Paused
CID_93,Campaign_A_93,Email Marketing,218261,3404,0.0155960066159323,108,66.80668493714649,7215.12,41849.15001423122,4.800201523222236,Active
CID_94,Campaign_C_94,Facebook Ads,250181,18337,0.07329493446744557,156,420.17025229684623,65546.56,37829.79049348553,-0.422856203384502,Completed
CID_95,Campaign_C_95,LinkedIn Ads,351097,13908,0.03961298444589387,313,212.0857886350683,66382.85,77864.88311345769,0.17296685986602992,Active
CID_96,Campaign_B_96,Google Ads,325139,6685,0.020560437228385398,217,107.17723069334816,23257.46,34739.55048504876,0.4936949471287391,Paused
CID_97,Campaign_C_97,Facebook Ads,181829,17775,0.0977566834773331,140,285.00946702466194,39901.33,93144.97523475291,1.3343827194420064,Paused
CID_98,Campaign_B_98,Email Marketing,281836,11749,0.04168736428277438,413,396.49709889437486,163753.3,85982.86243245816,-0.4749243988825986,Completed
CID_99,Campaign_A_99,Facebook Ads,448974,1736,0.0038665936112113396,161,147.11946237357944,23686.23,43470.408710126816,0.83526077008147,Active
CID_100,Campaign_A_100,Google Ads,475625,17182,0.03612509855453351,63,330.3007141185501,20808.94,75336.23571135824,2.620378342739142,Active
